Resultado del ejercicio antes de impuestos Ajustes del resultado: - Amortización del inmovilizado (Notas 5 y 6) - Ingresos financieros (Nota 24.a) - Gastos financieros (Nota 24.a) - Variación neta de provisiones - Subv. de inmovilizado no financiero e ingresos por licencias de distribución - Otros ingresos y gastos - Resultado por constitución de negocio conjunto Cambios en el capital corriente: - Existencias - Deudores y otras cuentas a cobrar - Acreedores y otras cuentas a pagar Otros flujos de efectivo de las actividades de explotación: - Pagos de intereses - Cobros (pagos) por impuesto sobre beneficios - Otros Cobros (pagos) (Nota 19) Flujos de efectivo de las actividades de explotación,Miles de euros
,2016 2015
,31.797 15.639
,7.608 6.321 (412) (844) 842 1.724 381 470 (1.845) (676) 109 181 (3.997) -
,34.483 22.815
,446 1.835 (37.019) 95.542 40.599 (98.402)
,4.026 (1.025)
,- (394) (3.397) (1.981) 505 110
,(2.892) (2.265)
,35.617 19.525
