,,Thousand euros,,Years,
Company,Government entity,Project,Face value,Repayment period,Grace period
ROVI,Industrial Technological Development Centre,(1),200 10,,4
ROVI,Ministry of Science and Innovation,(2) (1),200 10,,3 4
ROVI,Industrial Technological Development Centre,,200,10,
,,,600,,
