,,,,2020,,,,,,2019,,,,,,,,
,DISTRIBUTION DISMISSALS BY,,Men,,,TOTAL,,,Men,,,Women,,,TOTAL,,,Total variation
,PROFESSIONAL,,,,Women,,,,,,,,,,,,,
,GROUP*/GENDER,,,,,,,,,,,,,,,,,
,1,,,-,-,,-,,,-,,,-,,,-,,
,2,,,-,1,,1,,,4,,,3,,,7,,
,3,,,5,1,,6,,,4,,,3,,,7,,
,4,,,2,1,,3,,,-,,,1,,,1,,
,5,,,4,-,,4,,,10,,,7,,,17,,
,6,,,1,-,,1,,,3,,,2,,,5,,
,7,,,1,2,,3,,,1,,,1,,,2,,
,8,,,-,-,,-,,,-,,,-,,,-,,
,0,,,-,-,,-,,,-,,,-,,,-,,
,TOTAL,,,13,5,18,,,,22,,,17,,39,,,
