,,,Miles de euros
,2024,,2023
,Fijo Variable,,Fijo Variable
D. Juan López-Belmonte Encina,849 616,,743 421
D. Javier López-Belmonte Encina D. Iván López-Belmonte Encina,286 287 281 286,,
,1.416 1.189,,
