,,Ejercicio finalizado a 31 de diciembre de,
,Nota,2022,2021
OPERACIONES CONTINUADAS,,,509.920 490.229 19.691 19.298 (384.450) (381.336) (3.114) 6.948 6.363 585 (40.562) (33.764) (6.798) (69.470) (64.128) (5.484) 142 (10.303) 741 (120) (95) (25)
Importe neto de la cifra de negocios,22 a) 12 22 b) 12 22 c) 22 d) 22 e) 22 f) 22 g),591.117,
Ventas Prestación de servicios,,566.587,
,,24.530,
Variación de existencias de productos terminados y en curso Aprovisionamientos,,,
,,454,
,,,
,,(430.958),
"Consumos Deterioro de mercaderías, materias primas y otros aprovisionamientos",,(430.961) 3,
Otros ingresos de explotación,,,
,,9.809,
Ingresos accesorios y otros de gestión corriente,,8.484 1.325,
Subvenciones de explotación incorporadas al resultado del ejercicio,,,
Gastos de personal,,,
,,(44.818),
"Sueldos, salarios y asimilados Cargas sociales",,(36.702) (8.116),
Otros gastos de explotación,,,
,,(73.727),
"Servicios exteriores Tributos Pérdidas, deterioro y variación de provisiones por oper. comerciales",,(69.399) (4.280) (48),
Amortización del inmovilizado Imputación de subvenciones de inmovilizado no financiero y otras Deterioro y resultado por enajenaciones de inmovilizado,,,
,5 y 6 17 6,(10.725),
,,,
,,784,
,,,
,,15,
Deterioros y pérdidas Resultados por enajenaciones y otras,5,(2) 17,
,,,
,,,
RESULTADO DE EXPLOTACIÓN,,41.951,32.002
,,,25.589 (655) 908 (111) 1.161
Ingresos financieros Gastos financieros Variación de valor razonable en instrumentos financieros Diferencias de cambio Deterioro y resultado por enajenaciones de instrumentos financieros,,2.375 (893) (11) (570) 1.828,
,,,
RESULTADO FINANCIERO,24,2.729,26.892
,,,
RESULTADO ANTES DE IMPUESTOS,,44.680,58.894
Impuestos sobre beneficios,23,,6.249
,,(5.564),
,,,
RESULTADO DEL EJERCICIO,16,39.116,65.143
