,,,Thousand euros,,Years,
Company,Government entity,Project,Face value,Initial fair value,Repayment period,Grace period
ROVI ROVI ROVI ROVI ROVI ROVI ROVI,Industrial Technological Development Centre Industrial Technological Development Centre Ministry of Science and Innovation Ministry of Science and Innovation,(1) (2) (1) (1) (1) (1) (1),349 297 14 2 152 136 8 0 81 60 9 3 81 58 9 3 43 36 12 3 18 15 12 3,,,
,Technological Corporation of Andalusia Foundation Technological Corporation of Andalusia Foundation,,,,,
,Technological Corporation of Andalusia Foundation,,10,9 12 3,,
,,,734 611,,,
