,,"Lab. Fcos. Rovi Biotech Lab. Fcos. Rovi establ. Rovi GmbH Rovi Biotech, Rovi S.A.S TOTAL Pan Química Limited Rovi Permanente (Alemania) S.R.L (Italia) (Francia) DISTRIBUTION (Reino Unido) Portugal",
GENERAL,"Units manufactured / Units distribut. 17,343,883 27,513 57,932 603,395 144,641 1,998,454 0",,"20,175,818"
CUSTOMER COMPLAINTS,No. of customer complaints 100 0 11 118 11 12 0,,252
,Complaints / million units 5.77 0.00 189.88 0.00 76.05 2.00 0.00,,12.09
CUSTOMER QUERIES - QUALITY + THERAPEUTIC -,No. of customer queries 340 0 37 247 19 2 0,,645
,Queries / million units 19.60 0.00 638.68 409.35 131.36 1.00 0.00,,31.97
