,2023 2022,,,,,,
,Hombres,Mujeres,Total,,Hombres,Mujeres,Total
Consejeros ejecutivos,3 — 3 9 11 20 142 213 355 90 103 193 45 81 126,,,,3 — 3 9 9 18 147 202 349 95 97 192 35 67 102,,
Directivos,,,,,,,
Investigación,,,,,,,
Comerciales,,,,,,,
Administración,,,,,,,
,289 408 697,,,,,,
