Información sobre la elegibilidad y alineamiento de la taxonomía: Objetivos ambientales 1+2 (mitigación del cambio climático y adaptación al cambio climático),,Información sobre la elegibilidad y alineamiento de la taxonomía: Objetivos ambientales 1+2 (mitigación del cambio climático y adaptación al cambio climático)
Año fiscal 2021,,Año fiscal 2022
Año reporte 2022,,Año reporte 2023
