,,
Saldo inicio del ejercicio,2.196.011,644.114
Acciones adquiridas en contrato de liquidez (d.1) Acciones vendidas en contrato de liquidez (d.1) Acciones adquiridas en Programas de recompra (d.2),550.137,1.315.909 (1.312.404) 1.548.392 —
,(564.563),
,685.074,
Acciones para reducción de capital en Programas de recompra (d.2),(2.780.395),
Saldo final del ejercicio,86.264,2.196.011
