,2019,,,,2018,,,
,Days off,Days Worked,Absence rate,Sector absence rate,Days off,Days Worked,Absence rate,Sector absence rate
TOTALS,"742 197,559 0.38% 0.28%",,,,"362 191,282 0.19% 0.29%",,,
