,,A 31 de diciembre de,
,Nota,2025,2024
ACTIVO Activos no corrientes,,,
Inmovilizado material,6,330.735,286.622
Fondo de comercio Activos intangibles Inversión en negocio conjunto y asociadas Activos por impuestos diferidos Valores de renta variable,7 7 10 19 11 9 y 13,2.702 33.183 19.164 3.199,— 33.950 19.516 2.263
,,—,—
Cuentas financieras a cobrar,,—,65
,,388.983,342.416
Activos corrientes,,,
Existencias,12,287.975,329.954
Clientes y otras cuentas a cobrar Activos por impuesto corriente,9 y 13 28,177.540 29 3.188 —,129.471 81 2.687 227
Gastos anticipados Activos financieros a coste amortizado,8 y 32,,
Efectivo y equivalentes al efectivo,9 y 14,97.976,27.186
,,566.708,489.606
,,,
Total activo,,955.691,832.022
