,Escúzar,Granada,Madrid,SSRR,Alcalá de Henares,Distribución,Total
"2025 25.286,12 22.984,00 34.333,16 68.701,08 61.868,24 5.926,60",,,,,,,"219.099,20"
"2024 23.844,80 29.967,00 36.867,84 69.214,08 61.023,00 6.355,52",,,,,,,"227.272,23"
% Variación,"6,04 %","-23,30 %","-6,88 %","-0,74 %","1,39 %","-6,75 %","-3,60 %"
