,,INDIVIDUAL,,CONSOLIDATED,
,,CURRENT,PREVIOUS,CURRENT,PREVIOUS
,,PERIOD,PERIOD,PERIOD,PERIOD
AVERAGE NUMBER OF EMPLOYEES,2295,691,685,2.188,2.137
Men,2296,281,299,998,995
Women,2297,410,386,1.190,1.142
,,,,,
,,,,,
,,,,,
