"31 December, 2020 31 December, 2019",,
"Alentia Enervit Condensed statement of financial position Biotech, S.L. Nutrition, S.L. Current",,
"Cash and cash equivalents 106 13 108 133 Other current assets (excluding cash) - 2,087 - 2,773",,
"Total current assets 106 2,100",108,"2,906"
"Financial liabilities (excluding trade payables) - (926) - (744) Other current liabilities (including trade payables) - (746) - (1,758)",,
"Total current liabilities - (1,672)",-,"(2,502)"
Non-current,,
"Property, plant and equipment - 17 - 20 Intangible assets - 3,055 - 3,264 Other financial assets - 5 - 5 Deferred income tax assets - 119 - 88",,
"Total non-current assets - 3,196",-,"3,377"
"Financial liabilities (2,200) - (2,200) - Other liabilities - - - -",,
"Total non-current liabilities (2,200) -",,
"NET ASSETS (2,094) 3,624 (2,092) 3,781",,
