,,Ejercicio finalizado a 31 de diciembre de,
,Nota,2025,2024
RESULTADO DE LA CUENTA DE PÉRDIDAS Y GANANCIAS,16,46.079,75.546
,,,329 (8) 449 (112) (675) (900) 225
Ingresos y gastos imputados directamente al patrimonio neto,,27.396,
Diferencias de conversión,17 21,(7) 36.537 (9.134),
"Subvenciones, donaciones y legados recibidos",,,
Efecto impositivo,,,
,,,
Transferencias a la cuenta de pérdidas y ganancias,,(9.032),
"Subvenciones, donaciones y legados recibidos",17 21,(12.043) 3.011,
Efecto impositivo,,,
,,,
TOTAL DE INGRESOS Y GASTOS RECONOCIDOS,,64.443,75.200
