,30 June 2025,30 June 2024
,,
"Wages, salaries and other current benefits - Members of the Board of Directors - Key management Contributions to defined-contribution pension plans & life insurance premiums: - Key management",,
,"330 330 2,910 2,318",
,,
,10 9,
,,
,"3,250 2,657",
