,2025,,,202,4
,No corriente,Corriente,No corriente,,Corriente
Valor contable de los pasivos pendientes de pago por el Grupo,—,14.936,,—,11.790
Valor contable de los pasivos pagados por entidades financieras a los proveedores,—,2.422,,—,1.375
Rango de fechas de vencimiento de los pasivos sujetos a acuerdos confirming,Ene-Feb,2026,,Ene-Feb 2025,
Rango de fechas de vencimiento de los pasivos que no forman parte de los acuerdos confirming,30-60 días 30-60 días,,,,
