,Nota,A 31 de diciembre de,
,,2023,2022
"Flujo de efectivo de las actividades de explotación Beneficios antes de impuestos Ajustes de partidas que no implican movimientos de tesorería: Amortizaciones Ingresos financieros Correcciones valorativas por deterioro Ajustes por cambios de valor de instrumentos derivados Resultado por baja de activos y pasivos financieros Diferencias de cambio Gastos financieros Ingresos por subvenciones, licencias de distribución y otros ingresos diferidos Participación en el resultado de negocios conjuntos Cambios en capital circulante: Clientes y otras cuentas a cobrar Existencias Otros activos corrientes (gastos anticipados) Proveedores y otras cuentas a pagar Otros cobros y pagos: Flujo de efectivo por prestación de servicios de fabricación Cobros por licencias de distribución Flujo de efectivo por impuestos",6 y 7 27 12 y 13 27 27 10 20 20,220.408 24.331 (1.504) 3.232 (28) 219 86 948 (1.119) 125 19.471 (29.294) (702) (23.923) (58.402) 255 (40.856),257.967 22.871 (1.770) 5.160 11 (1.831) 821 849 (2.904) (199) (26.820) (71.591) (234) 41.672 57.104 385 (43.889)
Flujos netos de efectivo generados (utilizados) en las actividades de explotación,,113.247,237.602
Flujo de efectivo por actividades de inversión Adquisición de activos intangibles Adquisición de inmovilizado material Venta de inmovilizado material Adquisición otros activos financieros Venta de inversiones financieras Intereses cobrados Inversión en empresas asociadas y negocios conjuntos Venta de participaciones de asociadas y negocios conjuntos,7 6 6,(1.393) (53.794) 382 — 88 1.489 (600) 1.800,(669) (50.719) 78 (5.870) 20 6 — —
Flujos netos de efectivo generados (utilizados) en actividades de inversión,,(52.028),(57.154)
Flujo de efectivo por actividades de financiación Pago de deuda financiera Deuda financiera recibida Intereses pagados Compra de acciones propias Reemisión de acciones propias Dividendos pagados Aportación de capital en sociedades dependientes,18 16 d) 16 d) 16 c),(13.654) 734 (388) (133.900) 52.639 (69.049) 2.776,(6.768) 1.399 (291) (177.008) 77.766 (51.007) 1.371
Flujos netos de efectivo generados (utilizados) en actividades de financiación,,(160.842),(154.538)
Variación neta de efectivo y equivalentes Efectivo y equivalentes al inicio del ejercicio,9 y 14,(99.623) 124.945,25.910 99.035
Efectivo y equivalentes al final del ejercicio,9 y 14,25.322,124.945
