,,Miles de euros
,,2023 2022
Cuota íntegra,,(3.315) 4.573 455 477 (230) —
Deducciones,,
Impuesto diferido,,
Ajuste gasto IS ejercicios anteriores,,
Retenciones soportadas en el extranjero,,
BINs y deducciones AIEs sin impacto en gasto por impuesto,,
,,1.960 (5.564)
