Al 31 de diciembre de 2022,2.078 (677) 1.401,,
(Cargo) / abono a la cuenta de resultados (Nota 28),515 (451) 64,,
(Cargo) / abono a patrimonio neto,(250),(387),(637)
Al 31 de diciembre de 2023,2.343 (1.515) 828,,
