Requisito de divulgación y punto de datos conexo,Referencia del Reglamento sobre la divulgación de información relativa a la sostenibilidad en el sector de los servicios financieros,Referencia del pilar 3,Referencia del Reglamento sobre los índices de referencia,Referencia de la Legislación Europea sobre Clima
"NEIS E1-6 Emisiones de GEI brutas de alcance 1, 2 y 3 y emisiones de GEI totales apartado 44","Artículo 449 bis; Reglamento (UE) n.o 575/2013; Reglamento de Ejecución (UE) 2022/2453 de la Reglamento Delegado (UE) Comisión, plantilla 1: Cartera Indicadores n.os 1 y 2 del 2020/1818, artículo 5, bancaria - Riesgo de cuadro 1 del anexo 1 apartado 1, y artículos 6 y 8, transición ligado al cambio apartado 1 climático: calidad crediticia de las exposiciones por sector, emisiones y vencimiento residual",,,
NEIS E1-6 Intensidad de emisiones brutas de GEI apartados 53 a 55,"Artículo 449 bis del Reglamento (UE) n.o 575/2013; Reglamento de Ejecución (UE) 2022/2453 de Reglamento Delegado (UE) Indicador n.o 3 del cuadro 1 la Comisión, plantilla 3: 2020/1818, artículo 8, del anexo 1 Cartera bancaria - Riesgo de apartado 1 transición ligado al cambio climático: parámetros de armonización",,,
"NEIS E1-7 Absorciones de Reglamento (UE)- 2021/1119, GEI y créditos de carbono artículo 2, apartado 1 apartado 56",,,,
"NEIS E1-9 Exposición de la Reglamento Delegado (UE) cartera de índices de 2020/1818, anexo II referencia a riesgos físicos Reglamento Delegado (UE) relacionados con el clima 2020/1816, anexo II apartado 66",,,,
"Artículo 449 bis del NEIS E1-9 Desagregación de Reglamento (UE) n.o los importes monetarios por 575/2013; Reglamento de riesgos físicos agudos y Ejecución (UE) 2022/2453 de crónicos apartado 66, letra a) la Comisión, apartados 46 y NEIS E1-9 Ubicación de los 47; Plantilla 5. Cartera activos importantes expuestos bancaria. Riesgo físico ligado a riesgos físicos significativos al cambio climático: apartado 66, letra c). exposiciones sujetas al riesgo físico.",,,,
"Artículo 449 bis del Reglamento (UE) n.o 575/2013; Reglamento de Ejecución (UE) 2022/2453 de NEIS E1-9 Desglose del valor la Comisión, apartado 34; contable de sus activos plantilla 2: Cartera bancaria - inmobiliarios por eficiencia Riesgo de transición ligado al energética apartado 67, letra cambio climático: préstamos c). garantizados por garantías reales consistentes en bienes inmuebles - Eficiencia energética de las garantías reales",,,,
"NEIS E1-9 Grado de exposición de la cartera a Reglamento Delegado (UE) oportunidades relacionadas 2020/1818, anexo II con el clima apartado 69",,,,
"NEIS E2-4 Cantidad de cada contaminante enumerado en Indicador n.o 8 del cuadro 1 el anexo II del Reglamento del anexo 1, indicador n.o 2 PRTR europeo (Registro del cuadro 2 del anexo 1, europeo de emisiones y indicador n.o 1 del cuadro 2 transferencias de del anexo 1, indicador n.o 3 contaminantes) emitido al aire, del cuadro 2 del anexo 1 al agua y al suelo, apartado 28",,,,
NEIS E3-1 Recursos hídricos Indicador n.o 7 del cuadro 2 y marinos apartado 9 del anexo 1,,,,
NEIS E3-1 Políticas Indicador n.o 8 del cuadro 2 específicas apartado 13 del anexo 1,,,,
