2023,,,
,a) b) TOTAL,,
Entity Face value Interest rate,"EIB EIB 5,000 40,000",,
,Eur3+0.844% 0.681% Fixed,,
,,,
2024 2025 2026 2027 2028,754,"5,741","6,495"
,"714 5,714 6,428 714 5,714 6,428 714 5,714 6,428 537 5,714 6,251 — 5,715 5,715",,
2029 onward,,,
,"3,433 34,312 37,745",,
Non-current,"2,679","28,571","31,250"
Current,754,"5,741","6,495"
