,,At 31 December,
,Note,2019,2018
EQUITY,,"269,329","248,421"
"Equity Capital Share premium Reserves (Treasury shares) Retained earnings Profit for the year Adjustments for change in value Available-for-sale financial assets Grants, donations and legacies received",14 14 15 15 15 16 17,"266,582 3,364 87,636 7,032 (10,341) 153,338 25,553 (3) (3) 2,750","245,296 3,364 87,636 6,959 (8,812) 140,568 15,581 (3) (3) 3,128"
NON-CURRENT LIABILITIES,,"62,803","24,440"
Non-current debt Bank borrowings Other financial liabilities Non-current debt with Group & associated companies Deferred tax liabilities Non-current accruals,7 & 18 7 & 18 7 & 18 21 19,"54,329 45,000 9,329 333 2,348 5,793","16,131 7,113 9,018 - 2,046 6,263"
CURRENT LIABILITIES,,"83,344","141,099"
"Current provisions Current debt Bank borrowings Derivates Other financial liabilities Current debt with Group & associated companies Trade and other payables Trade payables Trade payables, Group & associated companies Sundry creditors Employees (outstanding remuneration) Other debts with the public authorities Current accruals",20 7 & 18 7 & 18 7 & 18 7 & 18 7 & 18 7 & 18 7 & 18 7 & 18 23 19,"9,827 9,138 7,116 129 1,893 156 63,457 36,533 20,141 578 4,886 1,319 766","7,226 17,496 15,603 - 1,893 141 115,877 28,554 81,620 51 4,433 1,219 359"
TOTAL EQUITY AND LIABILITIES,,"415,476","413,960"
