Deuda financiera (Nota 18) Menos: Efectivo y equivalentes al efectivo (Nota 14) Menos: Valores de renta variable (Nota 11) Menos: Depósitos (Notas 9 y 13) Menos: AF a coste amortizado (Notas 8 y 32),2024,2023
,114.410 65.427 (27.186) (25.322) — (24) (1.930) (1.440) (227) —,
Deuda/(Caja) neta,85.067 38.641,
Patrimonio neto,581.540 543.494,
Índice de apalancamiento,"14,6 %","7,1 %"
