% Direct interest,Carrying amount of interest,Profit or loss Capital Reserves for period Total equity
100% 100% 100% 100% 100% 100% 99% 100% 100% 100% 100%,"1,771 293 5,039 1,772 559 1,236 2 7 194 1,575 5","601 1,274 398 2,273 30 459 (7) 482 7,816 14,485 4,221 26,630 36 14,008 12,389 26,494 36 2,798 (27) 2,807 25 68 - 93 2 - - 2 6 (260) (30) (284) 10 - 9 19 25 360 564 949 5 (176) (729) (900)"
,"12,453",
