,,Amount (thousand euros),
,,CURRENT,PREVIOUS
,,PERIOD,PERIOD
Remuneration for membership of Board or Board committees,2310,585,510
Salaries,2311,811,787
Variable cash remuneration,2312,403,383
Share-based remuneration systems,2313,,
Indemnities,2314,,
Long-term savings systems,2315,24,24
Other,2316,,
TOTAL,2320,1.823,1.704
