,
"June 30, 2024","Dec 31, 2023"
,
"476,092","539,387"
"3,241","3,241"
"87,636","87,636"
673,673
"(157,752)","(107,676)"
"497,978","385,199"
"44,345","170,335"
(29),(21)
"6,670","4,107"
"482,762","543,494"
,
,
,
"98,144","52,242"
944,"1,515"
"1,881","1,431"
"1,139","1,359"
"102,108","56,547"
,
"23,015","13,185"
"191,172","141,895"
"12,369","5,255"
"45,446","39,044"
453,464
"272,455","199,843"
"374,563","256,390"
"857,325","799,884"
