,,Finalizado a,31 de diciembre
,Nota,2023,2022
OPERACIONES CONTINUADAS,,,591.117 566.587 24.530 454 (430.958) (430.961) 3 9.809 8.484 1.325 (44.818) (36.702) (8.116) (73.727) (69.399) (4.280) (48) (10.725) 784 15 (2) 17
Importe neto de la cifra de negocios,22 a),575.661,
Ventas,,551.271 24.390,
Prestación de servicios,,,
,,,
Variación de existencias de productos terminados y en curso,12,10.567,
,,,
Aprovisionamientos,,(454.079),
Consumos,22 b),(451.197) (2.882),
"Deterioro de mercaderías, materias primas y otros aprovisionamientos",12,,
,,,
Otros ingresos de explotación,,10.284,
Ingresos accesorios y otros de gestión corriente,22 c),9.962 322,
Subvenciones de explotación incorporadas al resultado del ejercicio,22 d),,
,,,
Gastos de personal,22 e),(46.690),
"Sueldos, salarios y asimilados",,(38.001) (8.689),
Cargas sociales,,,
,,,
Otros gastos de explotación,,(75.765),
Servicios exteriores,22 f),(71.100) (4.866) 201,
Tributos,,,
"Pérdidas, deterioro y variación de provisiones por oper. comerciales",22 g),,
,,,
Amortización del inmovilizado,5 y 6,(10.226),
,17 6 5,,
Imputación de subvenciones de inmovilizado no financiero y otras,,192,
,,,
Deterioro y resultado por enajenaciones de inmovilizado,,(72),
Deterioros y pérdidas,,— (72),
Resultados por enajenaciones y otras,,,
,,,
RESULTADO DE EXPLOTACIÓN,,9.872,41.951
,,,2.375 (893) (11) (570) 1.828
Ingresos financieros,,1.423 (2.205) 28 (104) 1.097,
Gastos financieros,,,
Variación de valor razonable en instrumentos financieros,,,
Diferencias de cambio,,,
Deterioro y resultado por enajenaciones de instrumentos financieros,,,
,,,
RESULTADO FINANCIERO,24,239,2.729
,,,
RESULTADO ANTES DE IMPUESTOS,,10.111,44.680
,23,,(5.564)
Impuestos sobre beneficios,,1.960,
,,,
RESULTADO DEL EJERCICIO,16,12.071,39.116
