,Número de consejeras,,,,% sobre el total de consejeros de cada categoría,,,
,Ejercicio 2019,Ejercicio 2018,Ejercicio 2017,Ejercicio 2016,Ejercicio 2019,Ejercicio 2018,Ejercicio 2017,Ejercicio 2016
Ejecutivas,,,,,"0,00","0,00","0,00","0,00"
Dominicales,,,,,"0,00","0,00","0,00","0,00"
Independientes,1,,,,"33,33","0,00","0,00","0,00"
Otras Externas,,,,,"0,00","0,00","0,00","0,00"
Total,1,,,,"14,29","0,00","0,00","0,00"
