,,,Position on ory the Board,,,
,,,,Date of first,Date of last,
Name of director,Representative,Director categ,,,,Election procedure
,,,,appointment,appointment,
,,,,,,
,,,,,,
MS FÁTIMA BÁÑEZ GARCÍA,,Independent,DIRECTOR,20/12/2019,20/10/2020,GENERAL SHAREHOLDERS’ MEETING RESOLUTION
