,2024 2023,
Financial debt (Note 18) Less: Cash and cash equivalents (Note 14) Less: Equity securities (Note 11) Less: Deposits (Notes 9 & 13),"114,410 65,427 (27,186) (25,322) — (24)",
,"(1,930)","(1,440)"
,(227) —,
Net debt /(cash),"85,067 38,641",
Equity,"581,540 543,494",
Leverage Index / Gearing ratio,14.6 %,7.1 %
