,Number of female directors,,,,% of directors for each category,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Year 2020,Year 2019,Year 2018,Year 2017,Year 2020,Year 2019,Year 2018,Year 2017
,,,,,,,,
Executive,,,,,0.00,,0.00,0.00
,,,,,,,,
Proprietary,,,,,0.00,,0.00,0.00
,,,,,,,,
Independent,1,1,,,33.33,33.33,0.00,0.00
,,,,,,,,
Other external,,,,,0.00,,0.00,0.00
,,,,,,,,
Total:,1,1,,,14.29,14.29,0.00,0.00
,,,,,,,,
