"100% ROVI Pharma Industrial Services, S.A.U",,
,,"100% Pan Química Farmacéutica, S.A."
,"100% Gineladius, S.L.",
,,100% Bertex Pharma GmbH
,100% ROVI Biotech sp. z.o.o.,
,,"100% ROVI Escúzar, S.L.."
,100% ROVI Biotech Limited.,
,,"100% ROVI Biotech, S.R.L."
,100% ROVI GmbH.,
,,"100% ROVI, S.A.S."
,110000%% RROOVVII BBiiootteecchh GGmmbbHH,
,,"51% Glicopepton Biotech, S.L"
