,2024 2023,,,,,,
,Hombres,Mujeres,Total,,Hombres,Mujeres,Total
Consejeros ejecutivos,3 — 3 9 8 17 140 210 350 95 104 199 45 82 127,,,,3 — 3 9 11 20 142 213 355 90 103 193 45 81 126,,
Directivos,,,,,,,
Investigación,,,,,,,
Comerciales,,,,,,,
Administración,,,,,,,
,292 404 696,,,,,,
