,2025 2024,
Consumo de mercaderías,11.034 22.355,
Consumo de materias primas y otras materias consumibles,210.766,322.287
Trabajos realizados por otras empresas,4.504 3.117,
"Deterioro de mercaderías, materias primas y otros aprovisionamientos",(1.009),(3.857)
,225.295 343.902,
