Efectivo y equivalentes de efectivo,Rating,2023 2022,
,A+,1.307 52.383 16.381 63.562 226 511 20 132 2.268 3.129 5.120 5.228,
,A,,
,A-,,
,BBB+,,
,BBB,,
,Sin rating,,
,Total efectivo y equivalentes al efectivo (Nota 14),25.322 124.945,
,,,
Cuentas financieras a cobrar,Rating,2023,2022
,A,65 65,
,Total cuentas financieras a cobrar (Nota 13),65 65,
,,,
Valores de renta variable,Rating,2023 2022,
,A,—,9
,Sin rating,24,—
,Total valores de renta variable (Nota 11),24 9,
,,,
Clientes,Rating,2023 2022,
,AA,979 273 330 1.272 16.223 14.652 107.536 144.565,
,A1,,
,Centros e instituciones públicas (Nota 13),,
,"Otros (mayoristas, farmacias, sanatorios)",,
,Total clientes (Nota 13),125.068 160.762,
,,2023 2022,
Otros Depósitos,Rating,,
,A+,1.327,1.327
,Sin rating,113 89,
,Total otros depósitos (Nota 13),1.440 1.416,
