,Nota,A 31 de diciembre de,
,,2024,2023
ACTIVO Activos no corrientes Inmovilizado material Activos intangibles Inversión en negocio conjunto y asociadas Activos por impuestos diferidos Valores de renta variable Cuentas financieras a cobrar Activos corrientes Existencias Clientes y otras cuentas a cobrar Activos por impuesto corriente Gastos anticipados,6 7 10 19 9 y 11 9 y 13 12 9 y 13 28,286.622 33.950 19.516 2.263 — 65,253.652 33.902 567 2.343 24 65
,,342.416,290.553
,,329.954 129.471 81 2.687 227 27.186,337.968 143.314 — 2.727 — 25.322
Activos financieros a coste amortizado,8 y 32,,
Efectivo y equivalentes al efectivo,9 y 14,,
,,489.606,509.331
,,,
Total activo,,832.022,799.884
