Descripción IRO,Impacto/ Riesgo/ Oportunidad
"La creciente preocupación por el cambio climático está llevando a que algunos países exijan un Plan de Descarbonización, lo que podría ser una barrera y un riesgo para ROVI al quedar fuera de concursos públicos.",Riesgo
