,,CURRENT,PREVIOUS
,,PERIOD,PERIOD
,,31/12/2017,31/12/2016
(+) Cash in hand and at bank,1550,40.700,41.378
(+) Other financial assets,1552,,
(-) Less: bank overdrafts repayable on demand,1553,,
TOTAL CASH AND CASH EQUIVALENTS AT END OF PERIOD,1600,40.700,41.378
