,Miles de euros
,2022 2021
Resultado del ejercicio antes de impuestos,44.680
Ajustes del resultado:,
- Amortización del inmovilizado (Notas 5 y 6),10.725 (2.375) 893 570 11 (1.828) (4.282) (2.903)
- Ingresos financieros (Nota 24),
- Gastos financieros (Nota 24),
- Diferencias de cambio (Nota 24),
- Ajustes por cambios de valor de instrumentos financieros,
- Resultados por bajas y enajenaciones de instrumentos financieros,
- Variación neta de provisiones,
- Subv. de inmovilizado no financiero e ingresos por licencias de distribución,
- Pagos basados en acciones,—
- Otros ingresos y gastos,47
,45.538
Cambios en el capital corriente:,
- Existencias,(19.590) 40.206 107.705
- Deudores y otras cuentas a cobrar,
- Acreedores y otras cuentas a pagar,
,128.321
Otros flujos de efectivo de las actividades de explotación:,
- Cobros (pagos) por impuesto sobre beneficios,(43.100) 385
- Otros Cobros (pagos) (Nota 19),
,(42.715)
Flujos de efectivo generados / (utilizados) de las actividades de explotación,131.144
