,2022 2021,,,,,,
,Hombres,Mujeres,Total,,Hombres,Mujeres,Total
Consejeros ejecutivos,3 — 3 9 9 18 147 202 349 95 97 192 35 67 102,,,,3 — 3 9 8 17 143 199 342 85 85 170 36 63 99,,
Directivos,,,,,,,
Investigación,,,,,,,
Comerciales,,,,,,,
Administración,,,,,,,
,289 375 664,,,,,,
