,Nota,A 31 de diciembre de,
,,2024,2023
"Flujo de efectivo de las actividades de explotación Beneficios antes de impuestos Ajustes de partidas que no implican movimientos de tesorería: Amortizaciones Ingresos financieros Correcciones valorativas por deterioro Ajustes por cambios de valor de instrumentos derivados Resultado por baja de activos y pasivos financieros Diferencias de cambio Gastos financieros Ingresos por subvenciones, licencias de distribución y otros ingresos diferidos Participación en el resultado de asociadas y negocios conjuntos Pérdidas por enajenación de inmovilizado o disposición por otra vía Cambios en capital circulante: Clientes y otras cuentas a cobrar Existencias Otros activos corrientes (gastos anticipados) Proveedores y otras cuentas a pagar Otros cobros y pagos: Flujos de efectivo por prestación de servicios de fabricación Cobros por licencias de distribución Flujo de efectivo por impuestos",6 y 7 27 12 y 13 27 27 10 20 20,177.690 28.015 (259) (4.117) — (81) (296) 2.350 (1.206) 141 4.394 13.410 11.871 40 (16.361) (33.876) 793 (44.230),220.408 24.331 (1.504) 3.232 (28) 219 86 948 (1.119) 125 — 19.471 (29.294) (702) (23.923) (58.402) 255 (40.856)
Flujos netos de efectivo generados (utilizados) en las actividades de explotación,,138.278,113.247
Flujo de efectivo por actividades de inversión Adquisición de activos intangibles Adquisición de inmovilizado material Venta de inmovilizado material Venta de inversiones financieras Intereses cobrados Inversión en empresas asociadas y negocios conjuntos Venta de participaciones de asociadas y negocios conjuntos,7 6 6 10 c),(3.100) (59.119) 37 80 134 (19.090) —,(1.393) (53.794) 382 88 1.489 (600) 1.800
Flujos netos de efectivo generados (utilizados) en actividades de inversión,,(81.058),(52.028)
Flujo de efectivo por actividades de financiación Pago de deuda financiera Deuda financiera recibida Intereses pagados Compra de acciones propias Reemisión de acciones propias Dividendos pagados Aportación de capital en sociedades dependientes,18 16 d) 16 d) 16 c),(51.711) 96.952 (1.769) (89.708) 41.921 (56.451) 5.410,(13.654) 734 (388) (133.900) 52.639 (69.049) 2.776
Flujos netos de efectivo generados (utilizados) en actividades de financiación,,(55.356),(160.842)
Variación neta de efectivo y equivalentes Efectivo y equivalentes al inicio del ejercicio,9 y 14,1.864 25.322,(99.623) 124.945
Efectivo y equivalentes al final del ejercicio,9 y 14,27.186,25.322
