,,Ejercicio finalizado a 31 de diciembre de,
,Nota,2024,2023
RESULTADO DE LA CUENTA DE PÉRDIDAS Y GANANCIAS,16,75.546,12.071
,,,23 (35) — 78 (20) (382) 3 (514) 129
Ingresos y gastos imputados directamente al patrimonio neto,,329,
Diferencias de conversión,11 17 21,(8) — 449 (112),
Activos financieros a valor razonable con cambios en patrimonio neto,,,
"Subvenciones, donaciones y legados recibidos",,,
Efecto impositivo,,,
,,,
Transferencias a la cuenta de pérdidas y ganancias,,(675),
Por variación de instrumentos financieros,,— (900) 225,
"Subvenciones, donaciones y legados recibidos",17 21,,
Efecto impositivo,,,
,,,
TOTAL DE INGRESOS Y GASTOS RECONOCIDOS,,75.200,11.712
