,Thousand euros,
,2021,2020
Deferred income tax assets,,
- Temporary differences,"2,342","1,293"
- Other tax carryforwards,—,"3,619"
,"2,342","4,912"
Deferred tax liabilities,,
- Temporary differences,"(4,278)","(4,700)"
,"(4,278)","(4,700)"
Net deferred income tax,"(1,936)",212
