,,Ejercicio finalizado a 31 de diciembre de,
,Nota,2025,2024
OPERACIONES CONTINUADAS,,,566.634 540.516 26.118 (18.789) (406.840) (405.122) (1.718) 15.415 14.845 570 (50.949) (41.685) (9.264) (82.923) (74.829) (8.157) 63 (9.408) 330 31 31
Importe neto de la cifra de negocios,22,533.619,
Ventas,,510.195 23.424,
Prestación de servicios,,,
,,,
Variación de existencias de productos terminados y en curso,12,(2.948),
,,,
Aprovisionamientos,,(389.243),
Consumos,22 b),(389.900) 657,
"Deterioro de mercaderías, materias primas y otros aprovisionamientos",12,,
,,,
Otros ingresos de explotación,,30.036,
Ingresos accesorios y otros de gestión corriente,22 c),18.403 11.633,
Subvenciones de explotación incorporadas al resultado del ejercicio,22 d),,
,,,
Gastos de personal,22 e),(49.833),
"Sueldos, salarios y asimilados",,(40.599) (9.234),
Cargas sociales,,,
,,,
Otros gastos de explotación,,(88.251),
Servicios exteriores,22 f),(81.546) (6.794) 89,
Tributos,,,
"Pérdidas, deterioro y variación de provisiones por oper. comerciales",22 g),,
,,,
Amortización del inmovilizado,5 y 6,(9.597),
,17 6,,
Imputación de subvenciones de inmovilizado no financiero y otras,,410,
,,,
Deterioro y resultado por enajenaciones de inmovilizado,,(38),
Resultados por enajenaciones y otras,,(38),
,,,
RESULTADO DE EXPLOTACIÓN,,24.155,13.501
,,,65.566 (5.043) — 25 (190)
Ingresos financieros,,30.116 (5.739) (6) 68 (622),
Gastos financieros,,,
Variación de valor razonable en instrumentos financieros,,,
Diferencias de cambio,,,
Deterioro y resultado por enajenaciones de instrumentos financieros,,,
,,,
RESULTADO FINANCIERO,24,23.817,60.358
,,,
RESULTADO ANTES DE IMPUESTOS,,47.972,73.859
,23,,1.687
Impuestos sobre beneficios,,(1.893),
,,,
RESULTADO DEL EJERCICIO,16,46.079,75.546
