Cash and cash equivalents,Rating,2021,2020
,A+,"53,221",705
,A,"21,035","23,720"
,A-,165,"24,853"
,BBB+,"5,014",202
,BBB,"19,565","1,698"
,BBB-,—,"1,260"
,Baa2,—,682
,Sin rating,35,42
,Total cash (Note 14),"99,035","53,162"
