,,Al 31 de diciembre,
,Nota,2024,2023
ACTIVO NO CORRIENTE,,180.316,161.972
Inmovilizado intangible Inmovilizado material Inversiones en empresas del grupo y asociadas a largo plazo,5 6 8 y 9 7 y 31 7 y 11 7 y 10 21,26.674 44.256 106.553 56.527 50.026 1.588 — 1.588 1.245,27.248 47.071 84.982 31.981 53.001 1.436 25 1.411 1.235
Instrumentos de patrimonio Créditos a empresas del grupo,,,
Inversiones financieras a largo plazo,,,
Instrumentos de patrimonio Otros activos financieros,,,
Activos por impuesto diferido,,,
,,,
ACTIVO CORRIENTE,,306.493,302.406
Existencias Deudores comerciales y otras cuentas a cobrar,12 7 y 10 7 y 10,130.097 112.829 52.958 55.956 1 9 3.905 44.948 3.054 41.894 2.062 16.557,119.569 119.411 56.584 57.827 26 43 4.931 48.842 887 47.955 1.561 13.023
"Clientes por ventas y prestaciones de servicios Clientes, empresas del grupo y asociadas",,,
Deudores varios,7 y 10,,
Personal,,,
Otros créditos con las Administraciones Públicas,23 7 y 10 7 y 13,,
,,,
Inversiones en empresas del grupo y asociadas a corto plazo,,,
Créditos a empresas Otros activos,,,
Periodificaciones a corto plazo Efectivo y otros activos líquidos equivalentes,,,
TOTAL ACTIVO,,486.809,464.378
