,Number of female directors,,,,,,,
,,,,,,,,
,Year 2020,,Year 2019,,Year 2018,,Year 2017,
,,,,,,,,
,No.,%,No.,%,No.,%,No.,%
,,,,,,,,
Audit,1,33.33,1,33.3 3,0,0.00,0,0.00
Committee,,,,,,,,
Appointments &,1,33.33,1,33.3 3,0,0.00,0,0.00
Remuneration,,,,,,,,
Committee,,,,,,,,
