,2019,,2018,,
DISTRIBUTION OF EMPLOYEES BY COUNTRY / GENDER,Men Women,TOTAL,Men Women,TOTAL,Var.
Spain 606 685 Uk - 1,,1.291 1,550 654 - 1,1.204 1,7% 0%
Germany,3 2,5,3 3,6,-17%
Italy 1 3 France 3 - Poland - 1 Portugal 1 4,,4 3 1 5,3 3 1 1 - - 1 4,6 2 - 5,-33% 50% - 0%
TOTAL 614 696,,"1,310",558 666,"1,224",7%
,,,,,
