Trade receivables,Rating 2020 2019,
"AA 138 24 A1 554 4,050",,
,"Public centres and institutions (Note 13) Other (wholesalers, pharmacies, hospitals)","9,394 12,512 53,244 55,205"
,Total trade receivables (Note 13),"63,330 71,791"
,,
Other deposits,Rating 2020 2019,
"A 1,327 1,327 No rating 72 80 Total other deposits (Nota 13) 1,399 1,407",,
