,,,Thousand euros
,2024,,2023
,Fijo Variable,,Fijo Variable
Mr Juan López-Belmonte Encina Mr Javier López-Belmonte Encina Mr Iván López-Belmonte Encina,849 616,,743 421
,286 287 281 286,,
,"1,416 1,189",,
