AVERAGE REMUNERATION OF MANAGEMENT COMMITTEE,Men Women,AVERAGE
"Fixed remuneration 163,430 € 93,419 € Variable remuneration 61,960 € 36,763 € Remuneration in kind 8,752 € 5,280 €",,"128,425 € 49,362 € 7,016 €"
"TOTAL 234,142 € 135,462 €",,"184,802 €"
