Efectivo y equivalentes de efectivo,Rating,2022 2021,
,A+,52.383 53.221 63.562 21.035 511 165 132 5.014 3.129 19.565 5.228 35,
,A,,
,A-,,
,BBB+,,
,BBB,,
,Sin rating,,
,Total efectivo y equivalentes al efectivo (Nota 14),124.945 99.035,
,,,
Cuentas financieras a cobrar,Rating,2022 2021,
,A,65 65,
,Total cuentas financieras a cobrar (Nota 13),65 65,
,,,
Valores de renta variable,Rating,2022 2021,
,A,9,—
,A-,— —,13 59
,Sin rating,,
,Total valores de renta variable (Nota 11),9 72,
,,,
Clientes,Rating,2022 2021,
,AA,273 (27) 1.272 1.357 14.652 9.026 144.565 119.502,
,A1,,
,Centros e instituciones públicas (Nota 13),,
,"Otros (mayoristas, farmacias, sanatorios)",,
,Total clientes (Nota 13),160.762 129.858,
,,2022 2021,
Otros Depósitos,Rating,,
,A+,1.327,—
,A,—,1.327
,Sin rating,89 100,
,Total otros depósitos (Nota 13),1.416 1.427,
