,Miles de euros,
,2024 2023,
Saldo inicial (neto de impuestos),1.367,
Aumentos/(Disminuciones) neto de impuestos,337 (675),59
Imputación al resultado (neto de impuestos),,
Saldo final (neto de impuestos),1.029,
