Non-current,2021,2020
Bank borrowings,"44,107",
Debt with government entities,"8,416",
Financial liabilities for leases,"14,222",
,"66,745",
Current,,
Bank borrowings,714,
Debt with government entities,"2,245",
Financial liabilities for leases,"3,441",
Derivatives,17,
,"6,417",
,"73,162",
