,,Ejercicio finalizado a 31 de diciembre de,
,Nota,2022,2021
RESULTADO DE LA CUENTA DE PÉRDIDAS Y GANANCIAS,16,39.116,65.143
,,,700 — 1 933 (234) (994) (1.326) 332
Ingresos y gastos imputados directamente al patrimonio neto,,1.175,
"Diferencias de conversión Activos financieros a valor razonable con cambios en patrimonio neto Subvenciones, donaciones y legados recibidos Efecto impositivo",11 17 21,10,
,,—,
,,1.553 (388),
,,,
Transferencias a la cuenta de pérdidas y ganancias,,(1.582),
"Subvenciones, donaciones y legados recibidos Efecto impositivo",17 21,(2.109) 527,
,,,
TOTAL DE INGRESOS Y GASTOS RECONOCIDOS,,38.709,64.849
