,Thousand euros,
,2024 2023,
Deferred tax assets:,,
– Deferred tax assets to be recovered at more than 12 months,801,733
– Deferred tax assets to be recovered at less than 12 months,444,502
,"1,245","1,235"
Deferred tax liabilities,,
– Deferred tax liabilities to be recovered at more than 12 months,"(960) (1,368) (1,874) (2,743)",
– Deferred tax liabilities to be recovered at less than 12 months,,
,"(2,834) (4,111)",
Net deferred taxes,"(1,589) (2,876)",
