,Miles de euros,
,2025 2024,
Saldo inicial (neto de impuestos),1.029,
Aumentos/(Disminuciones) neto de impuestos,27.403 (9.032),337
Imputación al resultado (neto de impuestos),,
Saldo final (neto de impuestos),19.400,
