,2018,2017
Advertising costs,"17,354","17,468"
Services from third parties,"6,322","5,926"
Supplies,"10,890","9,890"
Transport and warehouse expenses,"4,139","2,488"
Repairs and maintenance,"3,533","3,612"
Operating leases,"3,564","3,137"
Other taxes,"2,350","1,021"
Other operating expenses,"28,344","31,267"
,"76,496","74,809"
