,Miles de euros,
,2023 2022,
Saldo inicial (neto de impuestos),1.694,
Aumentos/(Disminuciones) neto de impuestos,59 (386),1.165
Imputación al resultado (neto de impuestos),,
Saldo final (neto de impuestos),1.367,
