,,Amount (thousand euros),
,,CURRENT,PREVIOUS
,,PERIOD,PERIOD
Remuneration for membership of Board or Board committees,2310,576,585
Salaries,2311,803,811
Variable cash remuneration,2312,1.425,403
Share-based remuneration systems,2313,2.520,
Indemnities,2314,,
Long-term savings systems,2315,6,24
Other,2316,,
TOTAL,2320,5.330,1.823
