,2024 2023,
,Days,Days
Average payment period to suppliers,47,55
,,
Ratio of transactions paid Ratio of transactions outstanding,49 31,58 32
,,
,2024,2023
Total payments made (thousand euros) Total payments outstanding (thousand euros),"423,547","597,378"
,"51,544","77,505"
