Requisito de divulgación y punto de datos conexo,Referencia del Reglamento sobre la divulgación de información relativa a la sostenibilidad en el sector de los servicios financieros,Referencia del pilar 3,Referencia del Reglamento sobre los índices de referencia,Referencia de la Legislación Europea sobre Clima
"Artículo 449 bis del Reglamento (UE) n.o 575/2013; Reglamento de NEIS 2 SBM-1 Participación Ejecución (UE) 2022/2453 de en actividades relativas a Indicador n.o 4 del cuadro 1 Reglamento Delegado (UE) la Comisión (6), cuadro 1: combustibles fósiles apartado del anexo 1 2020/1816, anexo II Información cualitativa sobre 40, letra d), inciso i) el riesgo ambiental y cuadro 2: Información cualitativa sobre el riesgo social",,,,
"NEIS 2 SBM-1 Participación en actividades relacionadas Indicador n.o 9 del cuadro 2 Reglamento Delegado (UE) con la producción de del anexo 1 2020/1816, anexo II sustancias químicas apartado 40, letra d), inciso ii)",,,,
"Reglamento Delegado (UE) NEIS 2 SBM-1 Participación 2020/1818 (7), artículo 12, en actividades relacionadas Indicador n.o 14 del cuadro 1 apartado 1 Reglamento con armas controvertidas del anexo 1 Delegado (UE) 2020/1816, apartado 40, letra d), inciso iii) anexo II",,,,
"NEIS 2 SBM-1 Participación Reglamento Delegado (UE) en actividades relacionadas 2020/1818, artículo 12, con el cultivo y la producción apartado 1 Reglamento de tabaco apartado 40, letra Delegado (UE) 2020/1816, d), inciso iv) anexo II",,,,
NEIS E1-1 Plan de transición para alcanzar la neutralidad climática para 2050 apartado 14,"Reglamento (UE)- 2021/1119, artículo 2, apartado 1",,,
"Artículo 449, letra a), del Reglamento (UE) n.o 575/2013; Reglamento de NEIS E1-1 Empresas Ejecución (UE) 2022/2453 de Reglamento Delegado (UE) excluidas de los índices de la Comisión, plantilla 1: 2020/1818, artículo 12, referencia armonizados con el Cartera bancaria - Riesgo de apartado 1, letras d) a g), y Acuerdo de París apartado 16, transición ligado al cambio artículo 12, apartado 2 letra g) climático: calidad crediticia de las exposiciones por sector, emisiones y vencimiento residual",,,,
NEIS E1-4 Metas de reducción de las emisiones de GEI apartado 34,"Artículo 449, letra a), del Reglamento (UE) n.o 575/2013; Reglamento de Ejecución (UE) 2022/2453 de Indicador n.o 4 del cuadro 2 Reglamento Delegado (UE) la Comisión, plantilla 3: del anexo 1 2020/1818, artículo 6 Cartera bancaria - Riesgo de transición ligado al cambio climático: parámetros de armonización",,,
"NEIS E1-5 Consumo de energía a partir de fósiles no Indicador n.o 5 del cuadro 1 e renovables, desagregado por indicador n.o 5 del cuadro 2 fuentes (solo sectores con alto del anexo 1 impacto climático) apartado 38",,,,
NEIS E1-5 Consumo y Indicador n.o 5 del cuadro 1 combinación energéticos del anexo 1 apartado 37,,,,
NEIS E1-5 Intensidad energética relacionada con Indicador n.o 6 del cuadro 1 actividades en sectores con del anexo 1 alto impacto climático apartados 40 a 43,,,,
